customer_id,month,logins,key_actions
C1121,2026-04-01,30,84
C1122,2026-01-01,16,63
C1122,2026-02-01,18,72
C1122,2026-03-01,10,77
C1122,2026-04-01,18,105
C1127,2026-03-01,27,219
C1127,2026-04-01,25,159
C1128,2026-01-01,9,44
C1128,2026-02-01,17,28
C1128,2026-03-01,10,59
C1128,2026-04-01,5,52
C1129,2026-01-01,24,91
C1129,2026-02-01,23,101
C1129,2026-03-01,19,47
C1129,2026-04-01,26,115
C1130,2026-01-01,15,21
C1130,2026-02-01,16,54
C1130,2026-03-01,12,27
C1130,2026-04-01,15,42
C1131,2026-01-01,19,76
C1131,2026-02-01,25,75
C1131,2026-03-01,18,72
C1131,2026-04-01,21,103
C1133,2026-01-01,26,150
C1133,2026-02-01,37,199
C1133,2026-03-01,67,102
C1133,2026-04-01,49,208
C1134,2026-01-01,22,76
C1134,2026-02-01,24,165
C1134,2026-03-01,22,41
C1134,2026-04-01,25,128
C1135,2026-01-01,11,30
C1135,2026-02-01,15,32
C1135,2026-03-01,13,48
C1135,2026-04-01,11,40
C1137,2026-02-01,15,23
C1137,2026-03-01,12,59
C1137,2026-04-01,8,37
C1138,2026-01-01,37,155
C1138,2026-02-01,38,239
C1138,2026-03-01,16,135
C1138,2026-04-01,18,166
C1139,2026-01-01,4,41
C1139,2026-02-01,12,35
C1139,2026-03-01,15,35
C1139,2026-04-01,10,18
C1141,2026-01-01,62,309
C1141,2026-02-01,44,307
C1141,2026-03-01,55,454
C1141,2026-04-01,54,220
C1142,2026-01-01,13,46
C1142,2026-02-01,10,46
C1142,2026-03-01,8,43
C1142,2026-04-01,15,39
C1143,2026-01-01,22,61
C1143,2026-02-01,20,53
C1143,2026-03-01,24,134
C1143,2026-04-01,21,158
C1145,2026-01-01,19,101
C1145,2026-02-01,17,80
C1145,2026-03-01,27,104
C1145,2026-04-01,20,46
C1146,2026-01-01,16,22
C1146,2026-02-01,9,26
C1147,2026-01-01,36,127
C1147,2026-02-01,33,194
C1147,2026-03-01,42,231
C1147,2026-04-01,51,207
C1148,2026-01-01,15,43
C1148,2026-02-01,5,39
C1148,2026-03-01,15,51
C1148,2026-04-01,10,33
C1149,2026-01-01,30,111
C1149,2026-02-01,18,109
C1149,2026-03-01,27,93
C1149,2026-04-01,7,35
C1150,2026-01-01,52,276
C1150,2026-02-01,66,329
C1150,2026-03-01,60,431
C1150,2026-04-01,28,336
C1152,2026-01-01,7,31
C1152,2026-02-01,14,41
C1152,2026-03-01,13,23
C1152,2026-04-01,11,38
C1153,2026-01-01,62,424
C1153,2026-02-01,58,311
C1153,2026-03-01,40,304
C1153,2026-04-01,63,393
C1155,2026-01-01,12,46
C1155,2026-02-01,14,17
C1155,2026-03-01,10,25
C1155,2026-04-01,21,39
C1156,2026-01-01,27,78
C1156,2026-02-01,25,85
C1156,2026-03-01,29,60
C1156,2026-04-01,26,70
C1157,2026-01-01,26,81
C1157,2026-02-01,25,100
C1157,2026-03-01,18,76
C1157,2026-04-01,22,109
C1158,2026-01-01,22,189
C1158,2026-02-01,32,129
C1158,2026-03-01,29,181
C1158,2026-04-01,52,198
C1159,2026-01-01,17,45
C1159,2026-02-01,10,55
C1159,2026-03-01,8,31
C1159,2026-04-01,13,25
C1160,2026-01-01,15,86
C1160,2026-02-01,14,78
C1160,2026-03-01,27,96
C1160,2026-04-01,17,137
C1161,2026-01-01,29,129
C1161,2026-02-01,21,76
C1161,2026-03-01,31,74
C1161,2026-04-01,15,105
C1162,2026-01-01,21,76
C1162,2026-02-01,16,98
C1162,2026-03-01,13,121
C1162,2026-04-01,28,81
C1163,2026-01-01,39,252
C1163,2026-02-01,15,207
C1163,2026-03-01,56,184
C1163,2026-04-01,24,147
C1164,2026-01-01,74,382
C1164,2026-02-01,55,440
C1164,2026-03-01,26,256
C1164,2026-04-01,69,432
C1165,2026-01-01,66,364
C1165,2026-02-01,50,344
C1165,2026-03-01,41,295
C1165,2026-04-01,50,247
C1166,2026-01-01,29,240
C1166,2026-02-01,31,202
C1166,2026-03-01,20,170
C1166,2026-04-01,41,246
C1170,2026-01-01,32,91
C1170,2026-02-01,20,53
C1171,2026-01-01,11,29
C1171,2026-02-01,13,57
C1171,2026-03-01,14,32
C1171,2026-04-01,11,42
C1172,2026-01-01,16,78
C1172,2026-02-01,29,56
C1172,2026-03-01,21,96
C1172,2026-04-01,17,90
C1173,2026-01-01,22,186
C1173,2026-02-01,50,139
C1173,2026-03-01,35,150
C1173,2026-04-01,45,65
C1174,2026-02-01,15,54
C1174,2026-03-01,6,44
C1174,2026-04-01,20,40
C1176,2026-01-01,18,122
C1176,2026-02-01,26,75
C1176,2026-03-01,21,113
C1176,2026-04-01,24,100
C1178,2026-01-01,11,46
C1178,2026-02-01,11,48
C1178,2026-03-01,9,32
C1178,2026-04-01,14,49
C1179,2026-01-01,18,93
C1179,2026-02-01,28,75
C1179,2026-03-01,17,51
C1179,2026-04-01,22,109
C1180,2026-01-01,46,191
C1180,2026-02-01,28,187
C1180,2026-03-01,30,162
C1180,2026-04-01,42,92
C1181,2026-01-01,24,57
C1181,2026-02-01,14,109
C1181,2026-03-01,28,85
C1181,2026-04-01,25,56
C1182,2026-01-01,5,32
C1182,2026-02-01,13,38
C1182,2026-03-01,14,21
C1182,2026-04-01,6,40
C1183,2026-03-01,27,38
C1183,2026-04-01,29,68
C1184,2026-03-01,13,45
C1184,2026-04-01,8,37
C1185,2026-01-01,13,57
C1185,2026-02-01,10,54
C1185,2026-03-01,9,67
C1185,2026-04-01,15,38
C1187,2026-01-01,20,114
C1187,2026-02-01,31,103
C1187,2026-03-01,13,131
C1187,2026-04-01,22,131
C1188,2026-01-01,33,66
C1188,2026-02-01,31,89
C1188,2026-03-01,23,92
C1188,2026-04-01,14,92
C1189,2026-01-01,15,105
C1189,2026-02-01,16,72
C1189,2026-03-01,13,87
C1189,2026-04-01,19,103
C1190,2026-01-01,9,145
C1190,2026-02-01,21,77
C1190,2026-03-01,20,76
C1190,2026-04-01,40,82
C1191,2026-03-01,19,92
C1191,2026-04-01,24,82
C1192,2026-01-01,8,57
C1192,2026-02-01,7,38
C1192,2026-03-01,3,54
C1192,2026-04-01,11,43
C1193,2026-01-01,21,104
C1193,2026-02-01,22,86
C1193,2026-03-01,26,122
C1193,2026-04-01,10,106
C1194,2026-01-01,5,42
C1194,2026-02-01,11,44
C1194,2026-03-01,13,37
C1194,2026-04-01,18,39
C1195,2026-01-01,55,201
C1195,2026-02-01,49,215
C1195,2026-03-01,56,309
C1195,2026-04-01,31,365
C1197,2026-02-01,30,70
C1197,2026-03-01,28,82
C1197,2026-04-01,25,71
C1198,2026-01-01,21,54
C1198,2026-02-01,16,125
C1198,2026-03-01,12,78
C1198,2026-04-01,24,90
C1199,2026-01-01,12,49
C1199,2026-02-01,13,40
C1199,2026-03-01,8,21
C1199,2026-04-01,8,25
C1200,2026-01-01,45,138
C1200,2026-02-01,47,129
C1200,2026-03-01,10,206
C1200,2026-04-01,42,159
C1201,2026-01-01,11,52
C1201,2026-02-01,16,32
C1201,2026-03-01,9,40
C1201,2026-04-01,13,56
C1202,2026-01-01,16,32
C1202,2026-02-01,9,15
C1202,2026-03-01,3,37
C1202,2026-04-01,5,49
C1204,2026-01-01,5,75
C1204,2026-02-01,11,101
C1204,2026-03-01,22,96
C1204,2026-04-01,25,128
C1205,2026-01-01,13,28
C1205,2026-02-01,13,40
C1205,2026-03-01,13,41
C1205,2026-04-01,10,28
C1206,2026-01-01,23,86
C1206,2026-02-01,17,64
C1206,2026-03-01,31,101
C1206,2026-04-01,22,97
C1207,2026-01-01,48,169
C1207,2026-02-01,44,97
C1207,2026-03-01,27,153
C1207,2026-04-01,41,223
C1211,2026-03-01,23,100
C1211,2026-04-01,14,44
C1212,2026-01-01,40,237
C1212,2026-02-01,22,112
C1212,2026-03-01,42,181
C1212,2026-04-01,30,175
C1213,2026-01-01,12,25
C1213,2026-02-01,12,22
C1213,2026-03-01,14,60
C1213,2026-04-01,16,37
C1215,2026-01-01,51,256
C1215,2026-02-01,27,153
C1215,2026-03-01,30,137
C1215,2026-04-01,32,201
C1216,2026-01-01,40,190
C1216,2026-02-01,28,188
C1216,2026-03-01,45,131
C1216,2026-04-01,25,123
C1217,2026-01-01,45,134
C1217,2026-02-01,34,177
C1217,2026-03-01,46,195
C1217,2026-04-01,47,193
C1218,2026-01-01,27,191
C1218,2026-02-01,51,186
C1218,2026-03-01,40,213
C1218,2026-04-01,45,213
C1220,2026-01-01,21,100
C1220,2026-02-01,42,149
C1220,2026-03-01,27,199
C1220,2026-04-01,16,154
C1221,2026-01-01,26,106
C1221,2026-02-01,19,102
C1221,2026-03-01,31,107
C1221,2026-04-01,26,87
C1222,2026-01-01,31,101
C1222,2026-02-01,31,252
C1222,2026-03-01,52,146
C1222,2026-04-01,55,225
C1223,2026-01-01,10,32
C1223,2026-02-01,13,33
C1223,2026-03-01,9,30
C1223,2026-04-01,10,31
C1224,2026-02-01,9,18
C1224,2026-03-01,9,43
C1224,2026-04-01,12,32
C1225,2026-01-01,33,81
C1225,2026-02-01,17,113
C1225,2026-03-01,31,70
C1225,2026-04-01,34,81
C1226,2026-01-01,22,97
C1226,2026-02-01,25,104
C1226,2026-03-01,20,87
C1226,2026-04-01,18,111
C1228,2026-01-01,10,26
C1228,2026-02-01,21,28
C1228,2026-03-01,14,52
C1228,2026-04-01,6,46
C1229,2026-01-01,24,81
C1229,2026-02-01,19,115
C1229,2026-03-01,19,93
C1229,2026-04-01,16,62
C1231,2026-01-01,18,123
C1231,2026-02-01,27,76
C1231,2026-03-01,25,69
C1231,2026-04-01,20,114
C1232,2026-01-01,28,84
C1232,2026-02-01,27,117
C1232,2026-03-01,23,119
C1232,2026-04-01,24,89
C1233,2026-01-01,62,249
C1233,2026-02-01,51,325
C1234,2026-01-01,34,108
C1234,2026-02-01,44,124
C1234,2026-03-01,33,154
C1234,2026-04-01,16,132
C1235,2026-01-01,23,100
C1235,2026-02-01,9,75
C1235,2026-03-01,19,69
C1235,2026-04-01,20,78
C1236,2026-01-01,47,185
C1236,2026-02-01,25,184
C1236,2026-03-01,39,198
C1236,2026-04-01,43,286
C1237,2026-01-01,28,66
C1237,2026-02-01,16,125
C1238,2026-01-01,39,186
C1238,2026-02-01,31,178
C1238,2026-03-01,34,199
C1238,2026-04-01,35,85
C1239,2026-01-01,14,40
C1239,2026-02-01,10,65
C1239,2026-03-01,13,39
C1239,2026-04-01,6,39
C1240,2026-02-01,15,74
C1240,2026-03-01,26,85
C1240,2026-04-01,18,102
C1241,2026-01-01,41,209
C1241,2026-02-01,24,316
C1241,2026-03-01,26,165
C1241,2026-04-01,36,199
C1242,2026-01-01,38,56
C1242,2026-02-01,27,86
C1242,2026-03-01,25,89
C1242,2026-04-01,21,68
C1243,2026-01-01,26,184
C1243,2026-02-01,41,205
C1243,2026-03-01,31,159
C1243,2026-04-01,38,186
C1244,2026-01-01,12,18
C1244,2026-02-01,9,28
C1244,2026-03-01,8,59
C1244,2026-04-01,12,39
C1245,2026-01-01,49,212
C1245,2026-02-01,50,211
C1245,2026-03-01,43,194
C1245,2026-04-01,38,272
C1246,2026-01-01,34,167
C1246,2026-02-01,32,200
C1246,2026-03-01,28,219
C1246,2026-04-01,35,258
C1248,2026-01-01,12,29
C1248,2026-02-01,9,49
C1248,2026-03-01,15,22
C1248,2026-04-01,9,37
C1249,2026-01-01,24,62
C1249,2026-02-01,24,116
C1249,2026-03-01,11,103
C1249,2026-04-01,32,94
C1250,2026-01-01,16,34
C1250,2026-02-01,12,27
C1250,2026-03-01,8,29
C1250,2026-04-01,13,45
C1251,2026-01-01,10,52
C1251,2026-02-01,12,36
C1251,2026-03-01,6,51
C1251,2026-04-01,11,56
C1252,2026-01-01,21,210
C1252,2026-02-01,38,204
C1252,2026-03-01,40,105
C1252,2026-04-01,51,68
C1254,2026-01-01,29,76
C1254,2026-02-01,36,70
C1254,2026-03-01,25,76
C1254,2026-04-01,24,67
C1255,2026-01-01,7,52
C1255,2026-02-01,12,52
C1255,2026-03-01,16,68
C1255,2026-04-01,11,56
C1256,2026-01-01,20,217
C1256,2026-02-01,52,92
C1256,2026-03-01,30,82
C1256,2026-04-01,49,164
C1257,2026-03-01,7,15
C1257,2026-04-01,9,20
C1258,2026-01-01,32,116
C1258,2026-02-01,25,145
C1258,2026-03-01,12,49
C1258,2026-04-01,20,93
C1260,2026-01-01,23,37
C1260,2026-02-01,23,67
C1260,2026-03-01,21,69
C1260,2026-04-01,27,47
C1261,2026-01-01,25,113
C1261,2026-02-01,21,101
C1261,2026-03-01,25,85
C1261,2026-04-01,8,114
C1262,2026-01-01,18,64
C1262,2026-02-01,25,107
C1262,2026-03-01,11,50
C1262,2026-04-01,19,62
C1263,2026-02-01,25,107
C1263,2026-03-01,18,51
C1263,2026-04-01,19,47
C1264,2026-01-01,28,148
C1264,2026-02-01,16,282
C1264,2026-03-01,27,159
C1264,2026-04-01,54,133
C1266,2026-01-01,8,22
C1266,2026-02-01,13,46
C1268,2026-01-01,14,52
C1268,2026-02-01,15,29
C1268,2026-03-01,16,37
C1268,2026-04-01,10,42
C1269,2026-01-01,54,148
C1269,2026-02-01,52,229
C1269,2026-03-01,9,218
C1269,2026-04-01,62,185
C1270,2026-01-01,28,164
C1270,2026-02-01,29,142
C1270,2026-03-01,58,237
C1270,2026-04-01,29,200
C1271,2026-01-01,15,49
C1271,2026-02-01,13,30
C1271,2026-03-01,15,53
C1271,2026-04-01,7,38
C1272,2026-01-01,24,158
C1272,2026-02-01,40,110
C1272,2026-03-01,32,186
C1272,2026-04-01,27,188
C1273,2026-01-01,13,225
C1273,2026-02-01,38,202
C1273,2026-03-01,41,124
C1273,2026-04-01,39,186
C1274,2026-01-01,27,107
C1274,2026-02-01,30,112
C1274,2026-03-01,21,110
C1274,2026-04-01,18,89
C1275,2026-01-01,41,262
C1275,2026-02-01,38,161
C1275,2026-03-01,40,180
C1275,2026-04-01,19,191
C1276,2026-01-01,36,186
C1276,2026-02-01,62,194
C1276,2026-03-01,38,255
C1276,2026-04-01,21,209
C1278,2026-01-01,43,124
C1278,2026-02-01,16,136
C1278,2026-03-01,49,183
C1278,2026-04-01,55,166
C1279,2026-01-01,20,57
C1279,2026-02-01,21,98
C1279,2026-03-01,15,105
C1279,2026-04-01,27,80
C1280,2026-02-01,6,8
C1280,2026-03-01,4,13
C1281,2026-01-01,5,20
C1281,2026-02-01,1,14
C1281,2026-03-01,3,5
C1282,2026-03-01,2,0
C1282,2026-04-01,6,0
C1283,2026-03-01,5,0
C1283,2026-04-01,6,1
C1284,2026-04-01,3,0
C1285,2026-03-01,5,10
C1285,2026-04-01,2,6
C1286,2026-02-01,6,7
C1286,2026-03-01,4,9
C1287,2026-01-01,6,4
C1287,2026-02-01,7,17
C1287,2026-03-01,5,8
C1287,2026-04-01,2,5
C1288,2026-04-01,3,13
C1289,2026-02-01,3,9
C1289,2026-03-01,5,4
C1290,2026-04-01,2,1
C1291,2026-01-01,1,0
C1291,2026-02-01,6,5
C1291,2026-03-01,4,5
C1292,2026-04-01,0,1
C1293,2026-01-01,9,4
C1293,2026-02-01,5,8
C1293,2026-03-01,8,0
C1294,2026-04-01,3,14
C1295,2026-01-01,0,7
C1295,2026-02-01,7,13
C1296,2026-03-01,7,16
C1296,2026-04-01,1,10
C1297,2026-01-01,4,18
C1297,2026-02-01,2,13
C1298,2026-03-01,0,15
C1298,2026-04-01,1,14
C1299,2026-01-01,4,1
C1299,2026-02-01,4,18
C1299,2026-03-01,1,11
C1299,2026-04-01,4,2
C1300,2026-01-01,4,8
C1300,2026-02-01,6,0
C1301,2026-04-01,0,23
C1302,2026-03-01,4,9
C1302,2026-04-01,4,0
C1303,2026-01-01,4,6
C1303,2026-02-01,0,1
C1303,2026-03-01,1,7
C1303,2026-04-01,2,1
C1304,2026-04-01,3,0
C1305,2026-02-01,6,8
C1305,2026-03-01,0,5
C1305,2026-04-01,2,9
C1306,2026-04-01,5,0
C1307,2026-01-01,1,0
C1307,2026-02-01,4,2
C1308,2026-01-01,3,9
