customer_id,month,status,mrr,plan_type,is_trial
C1037,2026-03-01,active,99,Starter,False
C1037,2026-04-01,active,99,Starter,False
C1038,2026-01-01,active,399,Team,False
C1038,2026-02-01,active,399,Team,False
C1038,2026-03-01,active,399,Team,False
C1038,2026-04-01,active,399,Team,False
C1040,2026-01-01,active,999,Business,False
C1040,2026-02-01,active,999,Business,False
C1040,2026-03-01,active,999,Business,False
C1040,2026-04-01,active,999,Business,False
C1041,2026-01-01,active,2500,Enterprise,False
C1041,2026-02-01,active,2500,Enterprise,False
C1041,2026-03-01,active,2500,Enterprise,False
C1041,2026-04-01,active,2500,Enterprise,False
C1043,2026-01-01,active,199,Team,False
C1043,2026-02-01,active,199,Team,False
C1043,2026-03-01,active,199,Team,False
C1043,2026-04-01,active,199,Team,False
C1044,2026-01-01,active,99,Starter,False
C1044,2026-02-01,active,99,Starter,False
C1044,2026-03-01,active,99,Starter,False
C1044,2026-04-01,active,99,Starter,False
C1045,2026-01-01,active,599,Business,False
C1045,2026-02-01,active,599,Business,False
C1045,2026-03-01,active,599,Business,False
C1045,2026-04-01,active,599,Business,False
C1046,2026-01-01,active,299,Team,False
C1046,2026-02-01,active,299,Team,False
C1046,2026-03-01,active,299,Team,False
C1046,2026-04-01,active,299,Team,False
C1047,2026-01-01,active,99,Starter,False
C1047,2026-02-01,active,99,Starter,False
C1047,2026-03-01,active,99,Starter,False
C1047,2026-04-01,active,99,Starter,False
C1048,2026-01-01,active,599,Business,False
C1048,2026-02-01,active,599,Business,False
C1048,2026-03-01,active,599,Business,False
C1048,2026-04-01,active,599,Business,False
C1049,2026-01-01,active,599,Business,False
C1049,2026-02-01,active,599,Business,False
C1049,2026-03-01,active,599,Business,False
C1049,2026-04-01,active,599,Business,False
C1050,2026-01-01,active,799,Business,False
C1050,2026-02-01,active,799,Business,False
C1050,2026-03-01,active,799,Business,False
C1050,2026-04-01,active,799,Business,False
C1052,2026-01-01,active,199,Team,False
C1052,2026-02-01,active,199,Team,False
C1052,2026-03-01,active,199,Team,False
C1052,2026-04-01,active,199,Team,False
C1056,2026-01-01,active,399,Team,False
C1056,2026-02-01,active,399,Team,False
C1056,2026-03-01,active,399,Team,False
C1056,2026-04-01,active,399,Team,False
C1057,2026-01-01,active,299,Team,False
C1057,2026-02-01,active,299,Team,False
C1057,2026-03-01,active,299,Team,False
C1057,2026-04-01,active,299,Team,False
C1058,2026-01-01,active,299,Team,False
C1058,2026-02-01,active,299,Team,False
C1058,2026-03-01,active,299,Team,False
C1058,2026-04-01,active,299,Team,False
C1059,2026-01-01,active,799,Business,False
C1059,2026-02-01,active,799,Business,False
C1059,2026-03-01,active,799,Business,False
C1059,2026-04-01,active,799,Business,False
C1060,2026-01-01,active,399,Team,False
C1060,2026-02-01,active,399,Team,False
C1060,2026-03-01,active,399,Team,False
C1060,2026-04-01,active,399,Team,False
C1061,2026-01-01,active,799,Business,False
C1061,2026-02-01,active,799,Business,False
C1061,2026-03-01,active,799,Business,False
C1061,2026-04-01,churned,0,Business,False
C1062,2026-01-01,active,49,Starter,False
C1062,2026-02-01,active,49,Starter,False
C1062,2026-03-01,active,49,Starter,False
C1062,2026-04-01,active,49,Starter,False
C1063,2026-01-01,active,199,Team,False
C1063,2026-02-01,active,199,Team,False
C1063,2026-03-01,active,199,Team,False
C1063,2026-04-01,active,199,Team,False
C1064,2026-01-01,active,599,Business,False
C1064,2026-02-01,active,599,Business,False
C1064,2026-03-01,active,599,Business,False
C1064,2026-04-01,active,599,Business,False
C1065,2026-01-01,active,99,Starter,False
C1065,2026-02-01,active,99,Starter,False
C1065,2026-03-01,active,99,Starter,False
C1065,2026-04-01,active,99,Starter,False
C1066,2026-01-01,active,299,Team,False
C1066,2026-02-01,active,299,Team,False
C1066,2026-03-01,active,299,Team,False
C1066,2026-04-01,active,299,Team,False
C1067,2026-03-01,active,49,Starter,False
C1067,2026-04-01,active,49,Starter,False
C1068,2026-01-01,active,49,Starter,False
C1068,2026-02-01,active,49,Starter,False
C1068,2026-03-01,active,49,Starter,False
C1068,2026-04-01,churned,0,Starter,False
C1069,2026-01-01,active,799,Business,False
C1069,2026-02-01,active,799,Business,False
C1069,2026-03-01,active,799,Business,False
C1069,2026-04-01,active,799,Business,False
C1070,2026-01-01,active,49,Starter,False
C1070,2026-02-01,active,49,Starter,False
C1070,2026-03-01,active,49,Starter,False
C1070,2026-04-01,active,49,Starter,False
C1071,2026-01-01,active,2500,Enterprise,False
C1071,2026-02-01,active,2500,Enterprise,False
C1071,2026-03-01,active,2500,Enterprise,False
C1071,2026-04-01,active,2500,Enterprise,False
C1072,2026-01-01,active,99,Starter,False
C1072,2026-02-01,active,99,Starter,False
C1072,2026-03-01,active,99,Starter,False
C1072,2026-04-01,active,99,Starter,False
C1074,2026-01-01,active,199,Team,False
C1074,2026-02-01,active,199,Team,False
C1074,2026-03-01,active,199,Team,False
C1074,2026-04-01,active,199,Team,False
C1075,2026-01-01,active,99,Starter,False
C1075,2026-02-01,active,99,Starter,False
C1075,2026-03-01,active,99,Starter,False
C1075,2026-04-01,active,99,Starter,False
C1076,2026-01-01,active,199,Team,False
C1076,2026-02-01,active,199,Team,False
C1076,2026-03-01,active,199,Team,False
C1076,2026-04-01,active,199,Team,False
C1077,2026-01-01,active,599,Business,False
C1077,2026-02-01,active,599,Business,False
C1077,2026-03-01,active,599,Business,False
C1077,2026-04-01,active,599,Business,False
C1079,2026-01-01,active,199,Team,False
C1079,2026-02-01,active,199,Team,False
C1079,2026-03-01,active,199,Team,False
C1079,2026-04-01,active,199,Team,False
C1080,2026-01-01,active,99,Starter,False
C1080,2026-02-01,active,99,Starter,False
C1080,2026-03-01,active,99,Starter,False
C1080,2026-04-01,active,99,Starter,False
C1081,2026-01-01,active,399,Team,False
C1081,2026-02-01,active,399,Team,False
C1081,2026-03-01,active,399,Team,False
C1081,2026-04-01,active,399,Team,False
C1082,2026-01-01,active,999,Business,False
C1082,2026-02-01,active,999,Business,False
C1082,2026-03-01,active,999,Business,False
C1082,2026-04-01,active,999,Business,False
C1084,2026-01-01,active,399,Team,False
C1084,2026-02-01,active,399,Team,False
C1084,2026-03-01,active,399,Team,False
C1084,2026-04-01,active,399,Team,False
C1086,2026-01-01,active,99,Starter,False
C1086,2026-02-01,active,99,Starter,False
C1086,2026-03-01,active,99,Starter,False
C1086,2026-04-01,active,99,Starter,False
C1087,2026-01-01,active,99,Starter,False
C1087,2026-02-01,active,99,Starter,False
C1087,2026-03-01,active,99,Starter,False
C1087,2026-04-01,active,99,Starter,False
C1088,2026-01-01,active,49,Starter,False
C1088,2026-02-01,active,49,Starter,False
C1088,2026-03-01,active,49,Starter,False
C1088,2026-04-01,active,49,Starter,False
C1089,2026-01-01,active,599,Business,False
C1089,2026-02-01,active,599,Business,False
C1089,2026-03-01,active,599,Business,False
C1089,2026-04-01,active,599,Business,False
C1091,2026-01-01,active,4000,Enterprise,False
C1091,2026-02-01,active,4000,Enterprise,False
C1091,2026-03-01,active,4000,Enterprise,False
C1091,2026-04-01,active,4000,Enterprise,False
C1092,2026-01-01,active,49,Starter,False
C1092,2026-02-01,active,49,Starter,False
C1092,2026-03-01,active,49,Starter,False
C1092,2026-04-01,active,49,Starter,False
C1094,2026-01-01,active,299,Team,False
C1094,2026-02-01,active,299,Team,False
C1094,2026-03-01,active,299,Team,False
C1094,2026-04-01,active,299,Team,False
C1095,2026-01-01,active,99,Starter,False
C1095,2026-02-01,active,99,Starter,False
C1095,2026-03-01,active,99,Starter,False
C1095,2026-04-01,active,99,Starter,False
C1096,2026-01-01,active,299,Team,False
C1096,2026-02-01,active,299,Team,False
C1096,2026-03-01,active,299,Team,False
C1096,2026-04-01,active,299,Team,False
C1097,2026-01-01,active,199,Team,False
C1097,2026-02-01,active,199,Team,False
C1097,2026-03-01,active,199,Team,False
C1097,2026-04-01,active,199,Team,False
C1098,2026-01-01,active,2500,Enterprise,False
C1098,2026-02-01,active,2500,Enterprise,False
C1098,2026-03-01,active,2500,Enterprise,False
C1098,2026-04-01,active,2500,Enterprise,False
C1099,2026-01-01,active,299,Team,False
C1099,2026-02-01,active,299,Team,False
C1099,2026-03-01,active,299,Team,False
C1099,2026-04-01,active,299,Team,False
C1100,2026-02-01,active,4000,Enterprise,False
C1100,2026-03-01,active,4000,Enterprise,False
C1100,2026-04-01,active,4000,Enterprise,False
C1102,2026-01-01,active,399,Team,False
C1102,2026-02-01,active,399,Team,False
C1102,2026-03-01,active,399,Team,False
C1102,2026-04-01,active,399,Team,False
C1103,2026-01-01,active,2500,Enterprise,False
C1103,2026-02-01,active,2500,Enterprise,False
C1103,2026-03-01,active,2500,Enterprise,False
C1103,2026-04-01,active,2500,Enterprise,False
C1104,2026-01-01,active,4000,Enterprise,False
C1104,2026-02-01,active,4000,Enterprise,False
C1104,2026-03-01,active,4000,Enterprise,False
C1104,2026-04-01,active,4000,Enterprise,False
C1105,2026-01-01,active,99,Starter,False
C1105,2026-02-01,churned,0,Starter,False
C1106,2026-01-01,active,99,Starter,False
C1106,2026-02-01,active,99,Starter,False
C1106,2026-03-01,active,99,Starter,False
C1106,2026-04-01,active,99,Starter,False
C1107,2026-01-01,active,49,Starter,False
C1107,2026-02-01,active,49,Starter,False
C1107,2026-03-01,active,49,Starter,False
C1107,2026-04-01,active,49,Starter,False
C1108,2026-01-01,active,399,Team,False
C1108,2026-02-01,active,399,Team,False
C1108,2026-03-01,active,399,Team,False
C1108,2026-04-01,active,399,Team,False
C1109,2026-01-01,active,199,Team,False
C1109,2026-02-01,active,199,Team,False
C1109,2026-03-01,active,199,Team,False
C1109,2026-04-01,active,199,Team,False
C1110,2026-01-01,active,49,Starter,False
C1110,2026-02-01,active,49,Starter,False
C1110,2026-03-01,active,49,Starter,False
C1110,2026-04-01,active,49,Starter,False
C1111,2026-01-01,churned,0,Starter,False
C1112,2026-01-01,active,99,Starter,False
C1112,2026-02-01,active,99,Starter,False
C1112,2026-03-01,active,99,Starter,False
C1112,2026-04-01,active,99,Starter,False
C1113,2026-01-01,active,99,Starter,False
C1113,2026-02-01,active,99,Starter,False
C1113,2026-03-01,active,99,Starter,False
C1113,2026-04-01,active,99,Starter,False
C1114,2026-01-01,active,1500,Enterprise,False
C1114,2026-02-01,active,1500,Enterprise,False
C1114,2026-03-01,active,1500,Enterprise,False
C1114,2026-04-01,active,1500,Enterprise,False
C1115,2026-01-01,active,299,Team,False
C1115,2026-02-01,active,299,Team,False
C1115,2026-03-01,active,299,Team,False
C1115,2026-04-01,active,299,Team,False
C1116,2026-01-01,active,6000,Enterprise,False
C1116,2026-02-01,active,6000,Enterprise,False
C1116,2026-03-01,active,6000,Enterprise,False
C1116,2026-04-01,active,6000,Enterprise,False
C1117,2026-01-01,active,199,Team,False
C1117,2026-02-01,active,199,Team,False
C1117,2026-03-01,active,199,Team,False
C1117,2026-04-01,active,199,Team,False
C1118,2026-01-01,active,4000,Enterprise,False
C1118,2026-02-01,active,4000,Enterprise,False
C1118,2026-03-01,active,4000,Enterprise,False
C1118,2026-04-01,active,4000,Enterprise,False
C1119,2026-01-01,active,299,Team,False
C1119,2026-02-01,active,299,Team,False
C1119,2026-03-01,active,299,Team,False
C1119,2026-04-01,active,299,Team,False
C1120,2026-01-01,active,99,Starter,False
C1120,2026-02-01,active,99,Starter,False
C1120,2026-03-01,active,99,Starter,False
C1120,2026-04-01,active,99,Starter,False
C1121,2026-01-01,active,299,Team,False
C1121,2026-02-01,active,299,Team,False
C1121,2026-03-01,active,299,Team,False
C1121,2026-04-01,active,299,Team,False
C1122,2026-01-01,active,299,Team,False
C1122,2026-02-01,active,299,Team,False
C1122,2026-03-01,active,299,Team,False
C1122,2026-04-01,active,299,Team,False
C1127,2026-03-01,active,599,Business,False
C1127,2026-04-01,active,599,Business,False
C1128,2026-01-01,active,49,Starter,False
C1128,2026-02-01,active,49,Starter,False
C1128,2026-03-01,active,49,Starter,False
C1128,2026-04-01,active,49,Starter,False
C1129,2026-01-01,active,399,Team,False
C1129,2026-02-01,active,399,Team,False
C1129,2026-03-01,active,399,Team,False
C1129,2026-04-01,active,399,Team,False
C1130,2026-01-01,active,49,Starter,False
C1130,2026-02-01,active,49,Starter,False
C1130,2026-03-01,active,49,Starter,False
C1130,2026-04-01,active,49,Starter,False
C1131,2026-01-01,active,299,Team,False
C1131,2026-02-01,active,299,Team,False
C1131,2026-03-01,active,299,Team,False
C1131,2026-04-01,active,299,Team,False
C1133,2026-01-01,active,599,Business,False
C1133,2026-02-01,active,599,Business,False
C1133,2026-03-01,active,599,Business,False
C1133,2026-04-01,active,599,Business,False
C1134,2026-01-01,active,199,Team,False
C1134,2026-02-01,active,199,Team,False
C1134,2026-03-01,active,199,Team,False
C1134,2026-04-01,active,199,Team,False
C1135,2026-01-01,active,49,Starter,False
C1135,2026-02-01,active,49,Starter,False
C1135,2026-03-01,active,49,Starter,False
C1135,2026-04-01,active,49,Starter,False
C1137,2026-02-01,active,49,Starter,False
C1137,2026-03-01,active,49,Starter,False
C1137,2026-04-01,active,49,Starter,False
C1138,2026-01-01,active,799,Business,False
C1138,2026-02-01,active,799,Business,False
C1138,2026-03-01,active,799,Business,False
C1138,2026-04-01,active,799,Business,False
C1139,2026-01-01,active,99,Starter,False
C1139,2026-02-01,active,99,Starter,False
C1139,2026-03-01,active,99,Starter,False
C1139,2026-04-01,active,99,Starter,False
C1141,2026-01-01,active,1500,Enterprise,False
C1141,2026-02-01,active,1500,Enterprise,False
C1141,2026-03-01,active,1500,Enterprise,False
C1141,2026-04-01,active,1500,Enterprise,False
C1142,2026-01-01,active,99,Starter,False
C1142,2026-02-01,active,99,Starter,False
C1142,2026-03-01,active,99,Starter,False
C1142,2026-04-01,active,99,Starter,False
C1143,2026-01-01,active,399,Team,False
C1143,2026-02-01,active,399,Team,False
C1143,2026-03-01,active,399,Team,False
C1143,2026-04-01,active,399,Team,False
C1145,2026-01-01,active,299,Team,False
C1145,2026-02-01,active,299,Team,False
C1145,2026-03-01,active,299,Team,False
C1145,2026-04-01,active,299,Team,False
C1146,2026-01-01,active,99,Starter,False
C1146,2026-02-01,active,99,Starter,False
C1146,2026-03-01,churned,0,Starter,False
C1147,2026-01-01,active,999,Business,False
C1147,2026-02-01,active,999,Business,False
C1147,2026-03-01,active,999,Business,False
C1147,2026-04-01,active,999,Business,False
C1148,2026-01-01,active,99,Starter,False
C1148,2026-02-01,active,99,Starter,False
C1148,2026-03-01,active,99,Starter,False
C1148,2026-04-01,active,99,Starter,False
C1149,2026-01-01,active,299,Team,False
C1149,2026-02-01,active,299,Team,False
C1149,2026-03-01,active,299,Team,False
C1149,2026-04-01,active,299,Team,False
C1150,2026-01-01,active,1500,Enterprise,False
C1150,2026-02-01,active,1500,Enterprise,False
C1150,2026-03-01,active,1500,Enterprise,False
C1150,2026-04-01,active,1500,Enterprise,False
C1152,2026-01-01,active,49,Starter,False
C1152,2026-02-01,active,49,Starter,False
C1152,2026-03-01,active,49,Starter,False
C1152,2026-04-01,active,49,Starter,False
C1153,2026-01-01,active,1500,Enterprise,False
C1153,2026-02-01,active,1500,Enterprise,False
C1153,2026-03-01,active,1500,Enterprise,False
C1153,2026-04-01,active,1500,Enterprise,False
C1155,2026-01-01,active,49,Starter,False
C1155,2026-02-01,active,49,Starter,False
C1155,2026-03-01,active,49,Starter,False
C1155,2026-04-01,active,49,Starter,False
C1156,2026-01-01,active,399,Team,False
C1156,2026-02-01,active,399,Team,False
C1156,2026-03-01,active,399,Team,False
C1156,2026-04-01,active,399,Team,False
C1157,2026-01-01,active,299,Team,False
C1157,2026-02-01,active,299,Team,False
C1157,2026-03-01,active,299,Team,False
C1157,2026-04-01,active,299,Team,False
C1158,2026-01-01,active,599,Business,False
C1158,2026-02-01,active,599,Business,False
C1158,2026-03-01,active,599,Business,False
C1158,2026-04-01,active,599,Business,False
C1159,2026-01-01,active,99,Starter,False
C1159,2026-02-01,active,99,Starter,False
C1159,2026-03-01,active,99,Starter,False
C1159,2026-04-01,active,99,Starter,False
C1160,2026-01-01,active,399,Team,False
C1160,2026-02-01,active,399,Team,False
C1160,2026-03-01,active,399,Team,False
C1160,2026-04-01,active,399,Team,False
C1161,2026-01-01,active,299,Team,False
C1161,2026-02-01,active,299,Team,False
C1161,2026-03-01,active,299,Team,False
C1161,2026-04-01,active,299,Team,False
C1162,2026-01-01,active,399,Team,False
C1162,2026-02-01,active,399,Team,False
C1162,2026-03-01,active,399,Team,False
C1162,2026-04-01,active,399,Team,False
C1163,2026-01-01,active,999,Business,False
C1163,2026-02-01,active,999,Business,False
C1163,2026-03-01,active,999,Business,False
C1163,2026-04-01,active,999,Business,False
C1164,2026-01-01,active,6000,Enterprise,False
C1164,2026-02-01,active,6000,Enterprise,False
C1164,2026-03-01,active,6000,Enterprise,False
C1164,2026-04-01,active,6000,Enterprise,False
C1165,2026-01-01,active,2500,Enterprise,False
C1165,2026-02-01,active,2500,Enterprise,False
C1165,2026-03-01,active,2500,Enterprise,False
C1165,2026-04-01,active,2500,Enterprise,False
C1166,2026-01-01,active,799,Business,False
C1166,2026-02-01,active,799,Business,False
C1166,2026-03-01,active,799,Business,False
C1166,2026-04-01,active,799,Business,False
C1170,2026-01-01,active,399,Team,False
C1170,2026-02-01,active,399,Team,False
C1170,2026-03-01,churned,0,Team,False
C1171,2026-01-01,active,49,Starter,False
C1171,2026-02-01,active,49,Starter,False
C1171,2026-03-01,active,49,Starter,False
C1171,2026-04-01,active,49,Starter,False
C1172,2026-01-01,active,299,Team,False
C1172,2026-02-01,active,299,Team,False
C1172,2026-03-01,active,299,Team,False
C1172,2026-04-01,active,299,Team,False
C1173,2026-01-01,active,599,Business,False
C1173,2026-02-01,active,599,Business,False
C1173,2026-03-01,active,599,Business,False
C1173,2026-04-01,active,599,Business,False
C1174,2026-02-01,active,49,Starter,False
C1174,2026-03-01,active,49,Starter,False
C1174,2026-04-01,active,49,Starter,False
C1176,2026-01-01,active,299,Team,False
C1176,2026-02-01,active,299,Team,False
C1176,2026-03-01,active,299,Team,False
C1176,2026-04-01,active,299,Team,False
C1178,2026-01-01,active,49,Starter,False
C1178,2026-02-01,active,49,Starter,False
C1178,2026-03-01,active,49,Starter,False
C1178,2026-04-01,active,49,Starter,False
C1179,2026-01-01,active,399,Team,False
C1179,2026-02-01,active,399,Team,False
C1179,2026-03-01,active,399,Team,False
C1179,2026-04-01,active,399,Team,False
C1180,2026-01-01,active,999,Business,False
C1180,2026-02-01,active,999,Business,False
C1180,2026-03-01,active,999,Business,False
C1180,2026-04-01,active,999,Business,False
C1181,2026-01-01,active,399,Team,False
C1181,2026-02-01,active,399,Team,False
C1181,2026-03-01,active,399,Team,False
C1181,2026-04-01,active,399,Team,False
C1182,2026-01-01,active,49,Starter,False
C1182,2026-02-01,active,49,Starter,False
C1182,2026-03-01,active,49,Starter,False
C1182,2026-04-01,active,49,Starter,False
C1183,2026-03-01,active,399,Team,False
C1183,2026-04-01,active,399,Team,False
C1184,2026-03-01,active,99,Starter,False
C1184,2026-04-01,active,99,Starter,False
C1185,2026-01-01,active,99,Starter,False
C1185,2026-02-01,active,99,Starter,False
C1185,2026-03-01,active,99,Starter,False
C1185,2026-04-01,active,99,Starter,False
C1187,2026-01-01,active,299,Team,False
C1187,2026-02-01,active,299,Team,False
C1187,2026-03-01,active,299,Team,False
C1187,2026-04-01,active,299,Team,False
C1188,2026-01-01,active,199,Team,False
C1188,2026-02-01,active,199,Team,False
C1188,2026-03-01,active,199,Team,False
C1188,2026-04-01,active,199,Team,False
C1189,2026-01-01,active,299,Team,False
C1189,2026-02-01,active,299,Team,False
C1189,2026-03-01,active,299,Team,False
C1189,2026-04-01,active,299,Team,False
C1190,2026-01-01,active,399,Team,False
C1190,2026-02-01,active,399,Team,False
C1190,2026-03-01,active,399,Team,False
C1190,2026-04-01,active,399,Team,False
C1191,2026-03-01,active,299,Team,False
C1191,2026-04-01,active,299,Team,False
C1192,2026-01-01,active,99,Starter,False
C1192,2026-02-01,active,99,Starter,False
C1192,2026-03-01,active,99,Starter,False
C1192,2026-04-01,active,99,Starter,False
C1193,2026-01-01,active,399,Team,False
C1193,2026-02-01,active,399,Team,False
C1193,2026-03-01,active,399,Team,False
C1193,2026-04-01,active,399,Team,False
C1194,2026-01-01,active,99,Starter,False
C1194,2026-02-01,active,99,Starter,False
C1194,2026-03-01,active,99,Starter,False
C1194,2026-04-01,active,99,Starter,False
C1195,2026-01-01,active,2500,Enterprise,False
C1195,2026-02-01,active,2500,Enterprise,False
C1195,2026-03-01,active,2500,Enterprise,False
C1195,2026-04-01,active,2500,Enterprise,False
C1197,2026-02-01,active,399,Team,False
C1197,2026-03-01,active,399,Team,False
C1197,2026-04-01,active,399,Team,False
C1198,2026-01-01,active,399,Team,False
C1198,2026-02-01,active,399,Team,False
C1198,2026-03-01,active,399,Team,False
C1198,2026-04-01,active,399,Team,False
C1199,2026-01-01,active,99,Starter,False
C1199,2026-02-01,active,99,Starter,False
C1199,2026-03-01,active,99,Starter,False
C1199,2026-04-01,active,99,Starter,False
C1200,2026-01-01,active,599,Business,False
C1200,2026-02-01,active,599,Business,False
C1200,2026-03-01,active,599,Business,False
C1200,2026-04-01,active,599,Business,False
C1201,2026-01-01,active,49,Starter,False
C1201,2026-02-01,active,49,Starter,False
C1201,2026-03-01,active,49,Starter,False
C1201,2026-04-01,active,49,Starter,False
C1202,2026-01-01,active,49,Starter,False
C1202,2026-02-01,active,49,Starter,False
C1202,2026-03-01,active,49,Starter,False
C1202,2026-04-01,active,49,Starter,False
C1203,2026-01-01,churned,0,Business,False
C1204,2026-01-01,active,299,Team,False
C1204,2026-02-01,active,299,Team,False
C1204,2026-03-01,active,299,Team,False
C1204,2026-04-01,active,299,Team,False
C1205,2026-01-01,active,99,Starter,False
C1205,2026-02-01,active,99,Starter,False
C1205,2026-03-01,active,99,Starter,False
C1205,2026-04-01,active,99,Starter,False
C1206,2026-01-01,active,199,Team,False
C1206,2026-02-01,active,199,Team,False
C1206,2026-03-01,active,199,Team,False
C1206,2026-04-01,active,199,Team,False
C1207,2026-01-01,active,799,Business,False
C1207,2026-02-01,active,799,Business,False
C1207,2026-03-01,active,799,Business,False
C1207,2026-04-01,active,799,Business,False
C1211,2026-03-01,active,299,Team,False
C1211,2026-04-01,active,299,Team,False
C1212,2026-01-01,active,599,Business,False
C1212,2026-02-01,active,599,Business,False
C1212,2026-03-01,active,599,Business,False
C1212,2026-04-01,active,599,Business,False
C1213,2026-01-01,active,99,Starter,False
C1213,2026-02-01,active,99,Starter,False
C1213,2026-03-01,active,99,Starter,False
C1213,2026-04-01,active,99,Starter,False
C1215,2026-01-01,active,799,Business,False
C1215,2026-02-01,active,799,Business,False
